CATEGORY,MEASURE,SHORT_NAME,START_YEAR,END_YEAR,DC_block group,DC_county,DC_tract,MD_block group,MD_county,MD_tract,VA_ahec region,VA_block group,VA_civic association,VA_county,VA_health district,VA_planning district,VA_supervisor district,VA_tract,VA_zip code
financial_well_being,below_pov_f_afr_amer,The African American female population below the poverty line,2021,2021,,,,,,,,,,,,,,X,
financial_well_being,below_pov_m_afr_amer,The African American male population below the poverty line,2021,2021,,,,,,,,,,,,,,X,
financial_well_being,below_pov_f_asian,The Asian female population below the poverty line,2021,2021,,,,,,,,,,,,,,X,
financial_well_being,below_pov_m_asian,The Asian male population below the poverty line,2021,2021,,,,,,,,,,,,,,X,
financial_well_being,below_pov_f_other,"The female population (that is not white, African American, or Asian) below the poverty line",2021,2021,,,,,,,,,,,,,,X,
financial_well_being,below_pov_m_other,"The male population (that is not white, African American, or Asian) below the poverty line",2021,2021,,,,,,,,,,,,,,X,
financial_well_being,pov_pct_f_wht,The percent of the white female population below the poverty line,2021,2021,,,,,,,,,,,,,,X,
financial_well_being,pov_pct_m_wht,The percent of the white male population below the poverty line,2021,2021,,,,,,,,,,,,,,X,
financial_well_being,pov_pct_f_afr_amer,The percent of the African American female population below the poverty line,2021,2021,,,,,,,,,,,,,,X,
financial_well_being,pov_pct_m_afr_amer,The percent of the African American male population below the poverty line,2021,2021,,,,,,,,,,,,,,X,
financial_well_being,pov_pct_f_asian,The percent of the Asian female population below the poverty line,2021,2021,,,,,,,,,,,,,,X,
financial_well_being,pov_pct_m_asian,The percent of the Asian male population below the poverty line,2021,2021,,,,,,,,,,,,,,X,
financial_well_being,pov_pct_f_other,"The percent of the female population (that is not white, African American, or Asian) below the poverty line ",2021,2021,,,,,,,,,,,,,,X,
financial_well_being,pov_pct_m_other,"The percent of the male population (that is not white, African American, or Asian) below the poverty line",2021,2021,,,,,,,,,,,,,,X,
financial_well_being,wht_boys_pov_cnt,wht_boys_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,wht_boys_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,wht_boys_pov_pct,wht_boys_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,wht_girls_pov_cnt,wht_girls_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,wht_girls_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,wht_girls_pov_pct,wht_girls_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,blk_boys_pov_cnt,blk_boys_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,blk_boys_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,blk_boys_pov_pct,blk_boys_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,blk_girls_pov_cnt,blk_girls_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,blk_girls_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,blk_girls_pov_pct,blk_girls_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,asian_boys_pov_cnt,asian_boys_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,asian_boys_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,asian_boys_pov_pct,asian_boys_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,asian_girls_pov_cnt,asian_girls_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,asian_girls_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,asian_girls_pov_pct,asian_girls_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,othr_boys_pov_cnt,othr_boys_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,othr_boys_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,othr_boys_pov_pct,othr_boys_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,othr_girls_pov_cnt,othr_girls_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,othr_girls_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,othr_girls_pov_pct,othr_girls_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,wht_nonhis_boys_pov_cnt,wht_nonhis_boys_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,wht_nonhis_boys_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,wht_nonhis_boys_pov_pct,wht_nonhis_boys_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,wht_nonhis_girls_pov_cnt,wht_nonhis_girls_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,wht_nonhis_girls_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,wht_nonhis_girls_pov_pct,wht_nonhis_girls_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,his_boys_pov_cnt,his_boys_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,his_boys_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,his_boys_pov_pct,his_boys_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,his_girls_pov_cnt,his_girls_pov_cnt,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,his_girls_cnt,,2021,2021,,,X,,,X,,,,,,,,X,
financial_well_being,his_girls_pov_pct,his_girls_pov_pct,2021,2021,,,X,,,X,,,,,,,,X,
housing,monthly_rent_0br,0 Bedroom Dwelling Fair Market Rent,2022,2022,,X,X,,X,X,,,,X,,,,X,
housing,monthly_rent_1br,1 Bedroom Dwelling Fair Market Rent,2022,2022,,X,X,,X,X,,,,X,,,,X,
housing,monthly_rent_2br,2 Bedroom Dwelling Fair Market Rent,2022,2022,,X,X,,X,X,,,,X,,,,X,
housing,monthly_rent_3br,3 Bedroom Dwelling Fair Market Rent,2022,2022,,X,X,,X,X,,,,X,,,,X,
housing,monthly_rent_4br,4 Bedroom Dwelling Fair Market Rent,2022,2022,,X,X,,X,X,,,,X,,,,X,
housing,affordability_index,Affordability index,2015,2021,,,,,,,,,,X,X,,,X,
housing,rent30,Cost-Burdened Households - Renter-Occupied,2014,2021,X,X,X,X,X,X,,X,,X,X,,,X,
housing,morgage30,Cost-Burdened Households - Owner-Occupied & Mortgaged,2014,2021,,X,X,,X,X,,,,X,X,,,X,
housing,own_morgage,Households - Owner-Occupied & Mortgaged,2014,2021,,X,X,,X,X,,,,X,X,,,X,
housing,renters,Households - Renter-Occupied,2014,2021,X,X,X,X,X,X,,X,,X,X,,,X,
housing,per_rent_above30,Cost-Burdened Households - Renter-Occupied,2014,2021,X,X,X,X,X,X,,X,,X,X,,,X,
housing,per_mor_above30,Cost-Burdened Households - Owner-Occupied & Mortgaged,2014,2021,,X,X,,X,X,,,,X,X,,,X,
housing,per_above30,"Cost-Burdened Households - Owner-Occupied & Mortgaged, and Renter-Occupied",2014,2021,,X,X,,X,X,,,,X,X,,,X,
health,no_hlth_ins_pct,Uninsured population,2015,2019,X,X,X,X,X,X,,X,,X,X,,,X,
health,hlth_ins_pct,Insured population,2015,2019,X,X,X,X,X,X,,X,,X,X,,,X,
health,perc_poor_phys_hlth_days_14_and_over,Percentage reporting poor physical health,2015,2019,,X,X,,X,X,,,,X,X,,,X,
health,perc_poor_ment_hlth_days_14_and_over,Percentage reporting poor mental health,2015,2019,,X,X,,X,X,,,,X,X,,,X,
health,inadequate,Kotelchuck (inadequate count),2014,2020,,,,,,,,,,X,,,,,
health,intermediate,Kotelchuck (intermediate count),2014,2020,,,,,,,,,,X,,,,,
health,adequate,Kotelchuck (adequate count),2014,2020,,,,,,,,,,X,,,,,
health,adequateplus,Kotelchuck (adequate plus count),2014,2020,,,,,,,,,,X,,,,,
health,total,,2014,2020,,,,,,,,,,X,,,,,
health,inadequate_pc,Kotelchuck (inadequate percent),2014,2020,,,,,,,,,,X,,,,,
health,intermediate_pc,Kotelchuck (intermediate percent),2014,2020,,,,,,,,,,X,,,,,
health,adequate_pc,Kotelchuck (adequate percent),2014,2020,,,,,,,,,,X,,,,,
health,adequateplus_pc,Kotelchuck (adequate plus percent),2014,2020,,,,,,,,,,X,,,,,
health,food_accessibility_indicator,Food accessibility indicator,2017,2020,,,,,,,,,,,,,,X,
health,consumer_opportunity_indicator,Consumer opportunity profile,2020,2020,,,,,,,,,,,,,,X,
health,community_environment_indicator,Built Environment Profile,2020,2020,,,,,,,,,,,,,,X,
health,air_quality_indicator,Air quality indicator,2017,2020,,,,,,,,,,,,,,X,
health,wellness_disparity_indicator,Social Impact Profile,2020,2020,,,,,,,,,,,,,,X,
health,affordability_indicator,Affordability indicator,2017,2017,,,,,,,,,,X,X,,,X,
health,walkability_indicator,Walkability indicator,2017,2020,,,,,,,,,,,,,,X,
health,employment_access_indicator,Employment accessibility indicator,2017,2017,,,,,,,,,,X,X,,,X,
health,economic_opportunity_indicator,Economic opportunity profile,2020,2020,,,,,,,,,,,,,,X,
health,job_participation_indicator,Job participation indicator,2017,2017,,,,,,,,,,X,X,,,X,
health,pop_density_indicator,,2017,2017,,,,,,,,,,X,X,,,X,
health,health_opportunity_indicator,Health opportunity index,2020,2020,,,,,,,,,,,,,,X,
health,access_care_indicator,Access to care indicator,2017,2020,,,,,,,,,,,,,,X,
health,education_indicator,Education indicator,2017,2017,,,,,,,,,,X,X,,,X,
health,pop_churning_indicator,Population churning index,2017,2017,,,,,,,,,,X,X,,,X,
health,income_inequality_indicator,Income inequality indicator,2017,2017,,,,,,,,,,X,X,,,X,
health,avg_monthly_rate,Monthly average ED visits for drug overdose,2015,2021,,,,,,,,,,X,X,,,,
health,vi_socioeconomic,Social Vulnerability Index (Socioeconomic Status),2014,2020,,,,,,,,,,X,,,,X,
health,vi_household,Social Vulnerability Index (Housing characteristics),2014,2020,,,,,,,,,,X,,,,X,
health,vi_race_ethnicity,Social Vulnerability Index (Racial & ethnic minority status),2014,2020,,,,,,,,,,X,,,,X,
health,vi_housing_transportation,Social Vulnerability Index (Housing type & transportation),2014,2020,,,,,,,,,,X,,,,X,
health,vi_overall,Social Vulnerability Index,2014,2020,,,,,,,,,,X,,,,X,
health,ems_pop_cnt,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ems_cnt,Emergency medical services availability (count),2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ems_near_10_mean,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ems_near_10_median,Emergency medical services availability (drive time),2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ems_2sfca,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ems_e2sfca,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ems_3sfca,Emergency medical services geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,subs_pop_cnt,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,subs_cnt,Substance use/behavioral health availability (count),2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,subs_near_10_mean,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,subs_near_10_median,Substance use/behavioral health services availability (drive time),2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,subs_2sfca,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,subs_e2sfca,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,subs_3sfca,Substance use/behavioral health services geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,mental_pop_cnt,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,mental_cnt,Mental health services availability (count),2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,mental_near_10_mean,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,mental_near_10_median,Mental health availability (drive time),2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,mental_2sfca,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,mental_e2sfca,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,mental_3sfca,Mental health services geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,dent_pop_cnt,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,dent_cnt,Dental care availability (count),2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,dent_near_10_mean,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,dent_near_10_median,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,dent_2sfca,Dental care geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,dent_e2sfca,Dental care geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,dent_3sfca,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ped_pop_cnt,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ped_cnt,Pediatric care availability (count),2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ped_near_10_mean,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ped_near_10_median,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ped_2sfca,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ped_e2sfca,Pediatric care geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,ped_3sfca,Pediatric care geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,pediatrician_e2sfca,,2022,2022,,,,,,,,,,,,,,X,
health,obgyn_pop_cnt,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,obgyn_cnt,OBGYN care availability (count),2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,obgyn_near_10_mean,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,obgyn_near_10_median,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,obgyn_2sfca,OBGYN care geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,obgyn_e2sfca,OBGYN care geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,obgyn_3sfca,OBGYN care geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,obgyn_e2sfca,OBGYN care geographic availability,2022,2022,,,,,,,,,,,,,,X,
health,primcare_pop_cnt,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,primcare_cnt,Primary care availability (count),2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,primcare_near_10_mean,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,primcare_near_10_median,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,primcare_2sfca,Primary care geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,primcare_e2sfca,Primary care geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,primcare_3sfca,Primary care geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,urgent_pop_cnt,,2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,urgent_cnt,Urgent care availability (count),2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,urgent_near_10_mean,,2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,urgent_near_10_median,Urgent care availability (drive time),2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,urgent_2sfca,,2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,urgent_e2sfca,,2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,urgent_3sfca,Urgent care geographic availability,2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_pop_cnt,,2015,2015,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_cnt,Hospital availability (count),2015,2015,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_mean,,2015,2015,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_median,Hospital drive time,2015,2015,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_2sfca,,2015,2015,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_e2sfca,,2015,2015,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_3sfca,Hospital geographic availability,2015,2015,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_pop_cnt,,2017,2017,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_cnt,Hospital availability (count),2017,2017,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_mean,,2017,2017,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_median,Hospital drive time,2017,2017,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_2sfca,,2017,2017,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_e2sfca,,2017,2017,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_3sfca,Hospital geographic availability,2017,2017,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_pop_cnt,,2016,2016,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_cnt,Hospital availability (count),2016,2016,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_mean,,2016,2016,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_median,Hospital drive time,2016,2016,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_2sfca,,2016,2016,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_e2sfca,,2016,2016,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_3sfca,Hospital geographic availability,2016,2016,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_pop_cnt,,2018,2018,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_cnt,Hospital availability (count),2018,2018,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_mean,,2018,2018,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_median,Hospital drive time,2018,2018,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_2sfca,,2018,2018,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_e2sfca,,2018,2018,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_3sfca,Hospital geographic availability,2018,2018,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_pop_cnt,,2019,2019,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_cnt,Hospital availability (count),2019,2019,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_mean,,2019,2019,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_median,Hospital drive time,2019,2019,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_2sfca,,2019,2019,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_e2sfca,,2019,2019,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_3sfca,Hospital geographic availability,2019,2019,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_pop_cnt,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,hosp_cnt,Hospital availability (count),2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,hosp_near_10_mean,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,hosp_near_10_median,Hospital drive time,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,hosp_2sfca,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,hosp_e2sfca,,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,hosp_3sfca,Hospital geographic availability,2021,2021,X,X,X,X,X,X,,X,X,X,X,,,X,
health,hosp_pop_cnt,,2020,2020,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_cnt,Hospital availability (count),2020,2020,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_mean,,2020,2020,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_median,Hospital drive time,2020,2020,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_2sfca,,2020,2020,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_e2sfca,,2020,2020,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_3sfca,Hospital geographic availability,2020,2020,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_pop_cnt,,2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_cnt,Hospital availability (count),2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_mean,,2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_near_10_median,Hospital drive time,2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_2sfca,,2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_e2sfca,,2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,hosp_3sfca,Hospital geographic availability,2022,2022,X,X,X,X,X,X,,X,,X,,,,X,
health,degrees_awarded_undergraduate,Undergraduate Health Degrees Awarded,2016,2019,,,,,,,X,,,X,X,,,,
health,degrees_awarded_graduate,Graduate Health Degrees Awarded,2016,2019,,,,,,,X,,,X,X,,,,
health,degrees_awarded_first_professional,First Professinal Health Degrees Awarded,2016,2019,,,,,,,X,,,X,X,,,,
health,degrees_awarded_two_year,2-year Health Degrees Awarded,2016,2019,,,,,,,X,,,X,X,,,,
business_climate,Minority_employment,Racial minority employment,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,Nonminority_employment,Racial non-minority employment,2010,2019,X,X,X,X,X,X,,X,,X,,,,X,
business_climate,overall_male_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,overall_female_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_29_and_under_male_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_29_and_under_female_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_30_to_54_male_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_30_to_54_female_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_55_and_over_male_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_55_and_over_female_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_1250_and_under_male_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_1250_and_under_female_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_1251_to_3333_male_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_1251_to_3333_female_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_3334_and_over_male_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_3334_and_over_female_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_goods_male_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_goods_female_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_trade_transporation_utilities_male_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_trade_transporation_utilities_female_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_other_services_male_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_other_services_female_count,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_29_and_under_male_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_29_and_under_female_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_30_to_54_male_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_30_to_54_female_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_55_and_over_male_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,age_55_and_over_female_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_1250_and_under_male_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_1250_and_under_female_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_1251_to_3333_male_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_1251_to_3333_female_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_3334_and_over_male_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,earnings_3334_and_over_female_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_goods_male_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_goods_female_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_trade_transporation_utilities_male_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_trade_transporation_utilities_female_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_other_services_male_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,industry_other_services_female_perc,,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_overall_male_count,Home - Male workforce,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_overall_female_count,Home - Female workforce,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_age_29_and_under_male_count,Home - Male workforce under 29,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_age_29_and_under_female_count,Home - Female workforce under 29,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_age_30_to_54_male_count,Home - Male workforce 30 to 54,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_age_30_to_54_female_count,Home - Female workforce 30 to 54,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_age_55_and_over_male_count,Home - Male workforce over 55,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_age_55_and_over_female_count,Home - Female workforce over 55,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_1250_and_under_male_count,"Home - Male workforce earning under $1,250 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_1250_and_under_female_count,"Home - Female workforce earning under $1,250 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_1251_to_3333_male_count,"Home - Male workforce earning $1,251 to $3,333 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_1251_to_3333_female_count,"Home - Female workforce earning $1,251 to $3,333",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_3334_and_over_male_count,"Home - Male workforce earning over $3,334 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_earnings_3334_and_over_female_count,"Home - Female workforce earning over $3,334 per month",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_goods_male_count,Home - Male workforce in Goods Producing industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_goods_female_count,Home - Female workforce in Goods Producing industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_trade_transporation_utilities_male_count,"Home - Male workforce in Trade, Transportation, and Utilities industry sectors",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_trade_transporation_utilities_female_count,"Home - Female workforce in Trade, Transportation, and Utilities industry sectors",2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_other_services_male_count,Home - Male workforce in other Service industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_industry_other_services_female_count,Home - Female workforce in other Service industry sectors,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_age_29_and_under_male_perc,Home - Male workforce under 29,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_age_29_and_under_female_perc,Home - Female workforce under 29,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_age_30_to_54_male_perc,Home - Male workforce 30 to 54,2010,2019,,,,,,,,X,,,,,,,
business_climate,rac_age_30_to_54_female_perc,Home - Female workforce 30 to 54,2010,2019,,,,,,,,X,,,,,,,
