"geoid","measure","value","region_type","year","measure_type"
"51059461202","At-Risk Low households",311,"tract",2022,"count"
"51059461202","At-Risk Medium households",76,"tract",2022,"count"
"51059461202","Food Insecure households",402,"tract",2022,"count"
"51059461202","Food Secure households",1770,"tract",2022,"count"
"51059461202","Total households",2646,"tract",2022,"count"
"51059461202","At-Risk High proportion",0.0331279547890746,"tract",2022,"proportion"
"51059461202","At-Risk Low proportion",0.117623567296095,"tract",2022,"proportion"
"51059461202","At-Risk Medium proportion",0.0286161622746383,"tract",2022,"proportion"
"51059461202","Food Insecure proportion",0.151897948801717,"tract",2022,"proportion"
"51059461202","Food Secure proportion",0.668734366838475,"tract",2022,"proportion"
"51059461500","At-Risk High households",40,"tract",2022,"count"
"51059461500","At-Risk Low households",168,"tract",2022,"count"
"51059461500","At-Risk Medium households",86,"tract",2022,"count"
"51059461500","Food Insecure households",122,"tract",2022,"count"
"51059461500","Food Secure households",2227,"tract",2022,"count"
"51059461500","Total households",2645,"tract",2022,"count"
"51059461500","At-Risk High proportion",0.0152347431823741,"tract",2022,"proportion"
"51059461500","At-Risk Low proportion",0.0637060038472766,"tract",2022,"proportion"
"51059461500","At-Risk Medium proportion",0.0327063302875132,"tract",2022,"proportion"
"51059461500","Food Insecure proportion",0.0462192880544376,"tract",2022,"proportion"
"51059461500","Food Secure proportion",0.842133634628398,"tract",2022,"proportion"
"51059461603","At-Risk High households",32,"tract",2022,"count"
"51059461603","At-Risk Low households",163,"tract",2022,"count"
"51059461603","At-Risk Medium households",76,"tract",2022,"count"
"51059461603","Food Insecure households",227,"tract",2022,"count"
"51059461603","Food Secure households",1649,"tract",2022,"count"
"51059461603","Total households",2146,"tract",2022,"count"
"51059461603","At-Risk High proportion",0.0147018486523863,"tract",2022,"proportion"
"51059461603","At-Risk Low proportion",0.0758519018537009,"tract",2022,"proportion"
"51059461603","At-Risk Medium proportion",0.0353223279704231,"tract",2022,"proportion"
"51059461603","Food Insecure proportion",0.105745811839736,"tract",2022,"proportion"
"51059461603","Food Secure proportion",0.768378109683753,"tract",2022,"proportion"
"51059461604","At-Risk High households",12,"tract",2022,"count"
"51059461604","At-Risk Low households",56,"tract",2022,"count"
"51059461604","At-Risk Medium households",20,"tract",2022,"count"
"51059461604","Food Insecure households",118,"tract",2022,"count"
"51059461604","Food Secure households",542,"tract",2022,"count"
"51059461604","Total households",749,"tract",2022,"count"
"51059461604","At-Risk High proportion",0.0161261499012616,"tract",2022,"proportion"
"51059461604","At-Risk Low proportion",0.0744283841455791,"tract",2022,"proportion"
"51059461604","At-Risk Medium proportion",0.027342769257113,"tract",2022,"proportion"
"51059461604","Food Insecure proportion",0.157965012973199,"tract",2022,"proportion"
"51059461604","Food Secure proportion",0.724137683722847,"tract",2022,"proportion"
"51059461605","At-Risk High households",37,"tract",2022,"count"
"51059461605","At-Risk Low households",55,"tract",2022,"count"
"51059461605","At-Risk Medium households",238,"tract",2022,"count"
"51059461605","Food Insecure households",185,"tract",2022,"count"
"51059461605","Food Secure households",1742,"tract",2022,"count"
"51059461605","Total households",2257,"tract",2022,"count"
"51059461605","At-Risk High proportion",0.0164361330461368,"tract",2022,"proportion"
"51059461605","At-Risk Low proportion",0.0243445813178626,"tract",2022,"proportion"
"51059461605","At-Risk Medium proportion",0.105526855572725,"tract",2022,"proportion"
"51059461605","Food Insecure proportion",0.0819444220544531,"tract",2022,"proportion"
"51059461605","Food Secure proportion",0.771748008008823,"tract",2022,"proportion"
"51059461606","At-Risk High households",11,"tract",2022,"count"
"51059461606","At-Risk Low households",53,"tract",2022,"count"
"51059461606","At-Risk Medium households",36,"tract",2022,"count"
"51059461606","Food Insecure households",163,"tract",2022,"count"
"51059461606","Food Secure households",949,"tract",2022,"count"
"51059461606","Total households",1212,"tract",2022,"count"
"51059461606","At-Risk High proportion",0.0091266301561435,"tract",2022,"proportion"
"51059461606","At-Risk Low proportion",0.0438681010996083,"tract",2022,"proportion"
"51059461606","At-Risk Medium proportion",0.0297823604951506,"tract",2022,"proportion"
"51059461606","Food Insecure proportion",0.134420057375158,"tract",2022,"proportion"
"51059461606","Food Secure proportion",0.78280285087394,"tract",2022,"proportion"
"51059461700","At-Risk High households",128,"tract",2022,"count"
"51059461700","At-Risk Low households",140,"tract",2022,"count"
"51059461700","At-Risk Medium households",197,"tract",2022,"count"
"51059461700","Food Insecure households",518,"tract",2022,"count"
"51059461700","Food Secure households",1666,"tract",2022,"count"
"51059461700","Total households",2649,"tract",2022,"count"
"51059461700","At-Risk High proportion",0.0482352406865692,"tract",2022,"proportion"
"51059461700","At-Risk Low proportion",0.0529928299552762,"tract",2022,"proportion"
"51059461700","At-Risk Medium proportion",0.0743105510606645,"tract",2022,"proportion"
"51059461700","Food Insecure proportion",0.195541552591381,"tract",2022,"proportion"
"51059461700","Food Secure proportion",0.628919825706109,"tract",2022,"proportion"
"51059461801","At-Risk High households",9,"tract",2022,"count"
"51059461801","At-Risk Low households",61,"tract",2022,"count"
"51059461801","At-Risk Medium households",51,"tract",2022,"count"
"51059461801","Food Insecure households",73,"tract",2022,"count"
"51059461801","Food Secure households",581,"tract",2022,"count"
"51059461801","Total households",774,"tract",2022,"count"
"51059461801","At-Risk High proportion",0.0112486697199739,"tract",2022,"proportion"
"51059461801","At-Risk Low proportion",0.0787276034831896,"tract",2022,"proportion"
"51059461801","At-Risk Medium proportion",0.0654243098092123,"tract",2022,"proportion"
"51059461801","Food Insecure proportion",0.0948183459126021,"tract",2022,"proportion"
"51059461801","Food Secure proportion",0.749781071075022,"tract",2022,"proportion"
"51059461802","At-Risk High households",201,"tract",2022,"count"
"51059461802","At-Risk Low households",412,"tract",2022,"count"
"51059461802","At-Risk Medium households",42,"tract",2022,"count"
"51059461802","Food Insecure households",402,"tract",2022,"count"
"51059461802","Food Secure households",1396,"tract",2022,"count"
"51059461802","Total households",2453,"tract",2022,"count"
"51059461802","At-Risk High proportion",0.081843874383527,"tract",2022,"proportion"
"51059461802","At-Risk Low proportion",0.167880227920172,"tract",2022,"proportion"
"51059461802","At-Risk Medium proportion",0.0172137698905578,"tract",2022,"proportion"
"51059461802","Food Insecure proportion",0.163956369205148,"tract",2022,"proportion"
"51059461802","Food Secure proportion",0.569105758600595,"tract",2022,"proportion"
"51059461901","At-Risk High households",100,"tract",2022,"count"
"51059461901","At-Risk Low households",88,"tract",2022,"count"
"51059461901","At-Risk Medium households",63,"tract",2022,"count"
"51059461901","Food Insecure households",338,"tract",2022,"count"
"51059461901","Food Secure households",779,"tract",2022,"count"
"51059461901","Total households",1368,"tract",2022,"count"
"51059461901","At-Risk High proportion",0.0727915191085878,"tract",2022,"proportion"
"51059461901","At-Risk Low proportion",0.0644150607505446,"tract",2022,"proportion"
"51059461901","At-Risk Medium proportion",0.0463160586481833,"tract",2022,"proportion"
"51059461901","Food Insecure proportion",0.247278402742462,"tract",2022,"proportion"
"51059461901","Food Secure proportion",0.569198958750223,"tract",2022,"proportion"
"51059461902","At-Risk High households",30,"tract",2022,"count"
"51059461902","At-Risk Low households",65,"tract",2022,"count"
"51059461902","At-Risk Medium households",53,"tract",2022,"count"
"51059461902","Food Insecure households",207,"tract",2022,"count"
"51059461902","Food Secure households",128,"tract",2022,"count"
"51059461902","Total households",482,"tract",2022,"count"
"51059461902","At-Risk High proportion",0.0623354398840932,"tract",2022,"proportion"
"51059461902","At-Risk Low proportion",0.13509380515709,"tract",2022,"proportion"
"51059461902","At-Risk Medium proportion",0.10927551808204,"tract",2022,"proportion"
"51059461902","Food Insecure proportion",0.428321827800241,"tract",2022,"proportion"
"51059461902","Food Secure proportion",0.264973409076536,"tract",2022,"proportion"
"51059470100","At-Risk High households",8,"tract",2022,"count"
"51059470100","At-Risk Low households",20,"tract",2022,"count"
"51059470100","At-Risk Medium households",15,"tract",2022,"count"
"51059470100","Food Insecure households",43,"tract",2022,"count"
"51059470100","Food Secure households",795,"tract",2022,"count"
"51059470100","Total households",881,"tract",2022,"count"
"51059470100","At-Risk High proportion",0.00943484537313614,"tract",2022,"proportion"
"51059470100","At-Risk Low proportion",0.02215845807681,"tract",2022,"proportion"
"51059470100","At-Risk Medium proportion",0.0168860254524709,"tract",2022,"proportion"
"51059470100","Food Insecure proportion",0.0482952084105562,"tract",2022,"proportion"
"51059470100","Food Secure proportion",0.903225462687027,"tract",2022,"proportion"
"51059470300","At-Risk High households",8,"tract",2022,"count"
"51059470300","At-Risk Low households",21,"tract",2022,"count"
"51059470300","At-Risk Medium households",15,"tract",2022,"count"
"51059470300","Food Insecure households",83,"tract",2022,"count"
"51059470300","Food Secure households",1024,"tract",2022,"count"
"51059470300","Total households",1152,"tract",2022,"count"
"51059470300","At-Risk High proportion",0.00663219959012705,"tract",2022,"proportion"
"51059470300","At-Risk Low proportion",0.0184346857110757,"tract",2022,"proportion"
"51059470300","At-Risk Medium proportion",0.0130517474177708,"tract",2022,"proportion"
"51059470300","Food Insecure proportion",0.0724719966800481,"tract",2022,"proportion"
"51059470300","Food Secure proportion",0.889409370600978,"tract",2022,"proportion"
"51059470400","At-Risk High households",29,"tract",2022,"count"
"51059470400","At-Risk Low households",34,"tract",2022,"count"
"51059470400","At-Risk Medium households",46,"tract",2022,"count"
"51059470400","Food Insecure households",101,"tract",2022,"count"
"51059470400","Food Secure households",1416,"tract",2022,"count"
"51059470400","Total households",1625,"tract",2022,"count"
"51059470400","At-Risk High proportion",0.0178878731899991,"tract",2022,"proportion"
"51059470400","At-Risk Low proportion",0.02073377426423,"tract",2022,"proportion"
"51059470400","At-Risk Medium proportion",0.0280584099243496,"tract",2022,"proportion"
"51059470400","Food Insecure proportion",0.06197640892712,"tract",2022,"proportion"
"51059470400","Food Secure proportion",0.871343533694301,"tract",2022,"proportion"
"51059470500","At-Risk High households",15,"tract",2022,"count"
"51059470500","At-Risk Low households",41,"tract",2022,"count"
"51059470500","At-Risk Medium households",214,"tract",2022,"count"
"51059470500","Food Insecure households",230,"tract",2022,"count"
"51059470500","Food Secure households",1515,"tract",2022,"count"
"51059470500","Total households",2015,"tract",2022,"count"
"51059470500","At-Risk High proportion",0.00762443878094288,"tract",2022,"proportion"
"51059470500","At-Risk Low proportion",0.020403740377434,"tract",2022,"proportion"
"51059470500","At-Risk Medium proportion",0.106226912076023,"tract",2022,"proportion"
"51059470500","Food Insecure proportion",0.114258868412812,"tract",2022,"proportion"
"51059470500","Food Secure proportion",0.751486040352788,"tract",2022,"proportion"
"51059470600","At-Risk High households",2,"tract",2022,"count"
"51059470600","At-Risk Low households",33,"tract",2022,"count"
"51059470600","At-Risk Medium households",17,"tract",2022,"count"
"51059470600","Food Insecure households",259,"tract",2022,"count"
"51059470600","Food Secure households",785,"tract",2022,"count"
"51059470600","Total households",1097,"tract",2022,"count"
"51059470600","At-Risk High proportion",0.00190812837503587,"tract",2022,"proportion"
"51059470600","At-Risk Low proportion",0.0300599140893729,"tract",2022,"proportion"
"51059470600","At-Risk Medium proportion",0.0159239507233329,"tract",2022,"proportion"
"51059470600","Food Insecure proportion",0.236451318613255,"tract",2022,"proportion"
"51059470600","Food Secure proportion",0.715656688199003,"tract",2022,"proportion"
"51059470700","At-Risk High households",32,"tract",2022,"count"
"51059470700","At-Risk Low households",51,"tract",2022,"count"
"51059470700","At-Risk Medium households",44,"tract",2022,"count"
"51059470700","Food Insecure households",143,"tract",2022,"count"
"51059470700","Food Secure households",1585,"tract",2022,"count"
"51059470700","Total households",1855,"tract",2022,"count"
"51059470700","At-Risk High proportion",0.0175169781943735,"tract",2022,"proportion"
"51059470700","At-Risk Low proportion",0.0274674346214698,"tract",2022,"proportion"
"51059470700","At-Risk Medium proportion",0.0235814628014785,"tract",2022,"proportion"
"51059470700","Food Insecure proportion",0.0771865089204713,"tract",2022,"proportion"
"51059470700","Food Secure proportion",0.854247615462207,"tract",2022,"proportion"
"51059470800","At-Risk High households",13,"tract",2022,"count"
"51059470800","At-Risk Low households",41,"tract",2022,"count"
"51059470800","At-Risk Medium households",53,"tract",2022,"count"
"51059470800","Food Insecure households",210,"tract",2022,"count"
"51059470800","Food Secure households",727,"tract",2022,"count"
"51059470800","Total households",1045,"tract",2022,"count"
"51059470800","At-Risk High proportion",0.0123744982195722,"tract",2022,"proportion"
"51059470800","At-Risk Low proportion",0.0394844185823627,"tract",2022,"proportion"
"51059470800","At-Risk Medium proportion",0.0510514275420981,"tract",2022,"proportion"
"51059470800","Food Insecure proportion",0.200889865109418,"tract",2022,"proportion"
"51059470800","Food Secure proportion",0.696199790546549,"tract",2022,"proportion"
"51059470900","At-Risk High households",56,"tract",2022,"count"
"51059470900","At-Risk Low households",130,"tract",2022,"count"
"51059470900","At-Risk Medium households",61,"tract",2022,"count"
"51059470900","Food Insecure households",349,"tract",2022,"count"
"51059470900","Food Secure households",2148,"tract",2022,"count"
"51059470900","Total households",2744,"tract",2022,"count"
"51059470900","At-Risk High proportion",0.0203638126815351,"tract",2022,"proportion"
"51059470900","At-Risk Low proportion",0.0475396192244958,"tract",2022,"proportion"
"51059470900","At-Risk Medium proportion",0.0222851204793956,"tract",2022,"proportion"
"51059470900","Food Insecure proportion",0.127259329310719,"tract",2022,"proportion"
"51059470900","Food Secure proportion",0.782552118303855,"tract",2022,"proportion"
"51059471000","At-Risk High households",11,"tract",2022,"count"
"51059471000","At-Risk Low households",63,"tract",2022,"count"
"51059471000","At-Risk Medium households",25,"tract",2022,"count"
"51059471000","Food Insecure households",74,"tract",2022,"count"
"51059471000","Food Secure households",719,"tract",2022,"count"
"51059471000","Total households",892,"tract",2022,"count"
"51059471000","At-Risk High proportion",0.0118248319640075,"tract",2022,"proportion"
"51059471000","At-Risk Low proportion",0.0703531501616928,"tract",2022,"proportion"
"51059471000","At-Risk Medium proportion",0.0279299743673716,"tract",2022,"proportion"
"51059471000","Food Insecure proportion",0.0832658950320112,"tract",2022,"proportion"
"51059471000","Food Secure proportion",0.806626148474917,"tract",2022,"proportion"
"51059471100","At-Risk High households",49,"tract",2022,"count"
"51059471100","At-Risk Low households",145,"tract",2022,"count"
"51059471100","At-Risk Medium households",163,"tract",2022,"count"
"51059471100","Food Insecure households",328,"tract",2022,"count"
"51059471100","Food Secure households",1588,"tract",2022,"count"
"51059471100","Total households",2273,"tract",2022,"count"
"51059471100","At-Risk High proportion",0.0214887236383831,"tract",2022,"proportion"
"51059471100","At-Risk Low proportion",0.0637614063761471,"tract",2022,"proportion"
"51059471100","At-Risk Medium proportion",0.0715070790590963,"tract",2022,"proportion"
"51059471100","Food Insecure proportion",0.144413170879255,"tract",2022,"proportion"
"51059471100","Food Secure proportion",0.698829620047118,"tract",2022,"proportion"
"51059471201","At-Risk High households",62,"tract",2022,"count"
"51059471201","At-Risk Low households",95,"tract",2022,"count"
"51059471201","At-Risk Medium households",29,"tract",2022,"count"
"51059471201","Food Insecure households",284,"tract",2022,"count"
"51059471201","Food Secure households",1172,"tract",2022,"count"
"51059471201","Total households",1644,"tract",2022,"count"
"51059471201","At-Risk High proportion",0.0380101656381907,"tract",2022,"proportion"
"51059471201","At-Risk Low proportion",0.0580812075766184,"tract",2022,"proportion"
"51059471201","At-Risk Medium proportion",0.0176331005349258,"tract",2022,"proportion"
"51059471201","Food Insecure proportion",0.17304369924013,"tract",2022,"proportion"
"51059471201","Food Secure proportion",0.713231827010135,"tract",2022,"proportion"
"51059471203","At-Risk High households",58,"tract",2022,"count"
"51059471203","At-Risk Low households",12,"tract",2022,"count"
"51059471203","At-Risk Medium households",39,"tract",2022,"count"
"51059471203","Food Insecure households",211,"tract",2022,"count"
"51059471203","Food Secure households",982,"tract",2022,"count"
"51059471203","Total households",1302,"tract",2022,"count"
"51059471203","At-Risk High proportion",0.0447473559949511,"tract",2022,"proportion"
"51059471203","At-Risk Low proportion",0.00937750502745918,"tract",2022,"proportion"
"51059471203","At-Risk Medium proportion",0.0300383555648925,"tract",2022,"proportion"
"51059471203","Food Insecure proportion",0.161807075258252,"tract",2022,"proportion"
"51059471203","Food Secure proportion",0.754029708154446,"tract",2022,"proportion"
"51059471204","At-Risk High households",31,"tract",2022,"count"
"51059471204","At-Risk Low households",79,"tract",2022,"count"
"51059471204","At-Risk Medium households",72,"tract",2022,"count"
"51059471204","Food Insecure households",75,"tract",2022,"count"
"51059471204","Food Secure households",1293,"tract",2022,"count"
"51059471204","Total households",1550,"tract",2022,"count"
"51059471204","At-Risk High proportion",0.0197307172497349,"tract",2022,"proportion"
"51059471204","At-Risk Low proportion",0.0510877017601489,"tract",2022,"proportion"
"51059471204","At-Risk Medium proportion",0.0466280489970032,"tract",2022,"proportion"
"51059471204","Food Insecure proportion",0.0485844847842034,"tract",2022,"proportion"
"51059471204","Food Secure proportion",0.83396904720891,"tract",2022,"proportion"
"51059471301","At-Risk High households",21,"tract",2022,"count"
"51059471301","At-Risk Low households",135,"tract",2022,"count"
"51059471301","At-Risk Medium households",136,"tract",2022,"count"
"51059471301","Food Insecure households",186,"tract",2022,"count"
"51059471301","Food Secure households",1077,"tract",2022,"count"
"51059471301","Total households",1555,"tract",2022,"count"
"51059471301","At-Risk High proportion",0.0133473352480316,"tract",2022,"proportion"
"51059471301","At-Risk Low proportion",0.0868951164413404,"tract",2022,"proportion"
"51059471301","At-Risk Medium proportion",0.0875947176849078,"tract",2022,"proportion"
"51059471301","Food Insecure proportion",0.119640640852987,"tract",2022,"proportion"
"51059471301","Food Secure proportion",0.692522189772733,"tract",2022,"proportion"
"51059471303","At-Risk High households",31,"tract",2022,"count"
"51059471303","At-Risk Low households",232,"tract",2022,"count"
"51059471303","At-Risk Medium households",98,"tract",2022,"count"
"51059471303","Food Insecure households",265,"tract",2022,"count"
"51059471303","Food Secure households",970,"tract",2022,"count"
"51059471303","Total households",1596,"tract",2022,"count"
"51059471303","At-Risk High proportion",0.0192321774055043,"tract",2022,"proportion"
"51059471303","At-Risk Low proportion",0.145589422378366,"tract",2022,"proportion"
"51059471303","At-Risk Medium proportion",0.0613017934861313,"tract",2022,"proportion"
"51059471303","Food Insecure proportion",0.166306236944859,"tract",2022,"proportion"
"51059471303","Food Secure proportion",0.607570369785139,"tract",2022,"proportion"
"51059471304","At-Risk High households",26,"tract",2022,"count"
"51059471304","At-Risk Low households",20,"tract",2022,"count"
"51059471304","At-Risk Medium households",15,"tract",2022,"count"
"51059471304","Food Insecure households",125,"tract",2022,"count"
"51059471304","Food Secure households",512,"tract",2022,"count"
"51059471304","Total households",698,"tract",2022,"count"
"51059471304","At-Risk High proportion",0.0370596447965355,"tract",2022,"proportion"
"51059471304","At-Risk Low proportion",0.0283083206745179,"tract",2022,"proportion"
"51059471304","At-Risk Medium proportion",0.0210890585026774,"tract",2022,"proportion"
"51059471304","Food Insecure proportion",0.179395849153501,"tract",2022,"proportion"
"51059471304","Food Secure proportion",0.734147126872769,"tract",2022,"proportion"
"51059471401","At-Risk High households",91,"tract",2022,"count"
"51059471401","At-Risk Low households",110,"tract",2022,"count"
"51059471401","At-Risk Medium households",18,"tract",2022,"count"
"51059471401","Food Insecure households",258,"tract",2022,"count"
"51059471401","Food Secure households",876,"tract",2022,"count"
"51059471401","Total households",1354,"tract",2022,"count"
"51059471401","At-Risk High proportion",0.0675889024301663,"tract",2022,"proportion"
"51059471401","At-Risk Low proportion",0.0816071344507438,"tract",2022,"proportion"
"51059471401","At-Risk Medium proportion",0.0131411949071289,"tract",2022,"proportion"
"51059471401","Food Insecure proportion",0.190679684932687,"tract",2022,"proportion"
"51059471401","Food Secure proportion",0.646983083279274,"tract",2022,"proportion"
"51059471402","At-Risk High households",39,"tract",2022,"count"
"51059471402","At-Risk Low households",170,"tract",2022,"count"
"51059471402","At-Risk Medium households",105,"tract",2022,"count"
"51059471402","Food Insecure households",383,"tract",2022,"count"
"51059471402","Food Secure households",762,"tract",2022,"count"
"51059471402","Total households",1461,"tract",2022,"count"
"51059471402","At-Risk High proportion",0.026765580491665,"tract",2022,"proportion"
"51059471402","At-Risk Low proportion",0.116725156375674,"tract",2022,"proportion"
"51059471402","At-Risk Medium proportion",0.0721535733733447,"tract",2022,"proportion"
"51059471402","Food Insecure proportion",0.262370976256102,"tract",2022,"proportion"
"51059471402","Food Secure proportion",0.521984713503214,"tract",2022,"proportion"
"51059480100","At-Risk High households",34,"tract",2022,"count"
"51059480100","At-Risk Low households",29,"tract",2022,"count"
"51059480100","At-Risk Medium households",33,"tract",2022,"count"
"51059480100","Food Insecure households",60,"tract",2022,"count"
"51059480100","Food Secure households",1183,"tract",2022,"count"
"51059480100","Total households",1340,"tract",2022,"count"
"51059480100","At-Risk High proportion",0.0256351223862832,"tract",2022,"proportion"
"51059480100","At-Risk Low proportion",0.0216213218019504,"tract",2022,"proportion"
"51059480100","At-Risk Medium proportion",0.0246697340226052,"tract",2022,"proportion"
"51059480100","Food Insecure proportion",0.045079466800212,"tract",2022,"proportion"
"51059480100","Food Secure proportion",0.882994354988949,"tract",2022,"proportion"
"51059480201","At-Risk High households",15,"tract",2022,"count"
"51059480201","At-Risk Low households",28,"tract",2022,"count"
"51059480201","At-Risk Medium households",18,"tract",2022,"count"
"51059480201","Food Insecure households",112,"tract",2022,"count"
"51059480201","Food Secure households",1362,"tract",2022,"count"
"51059480201","Total households",1535,"tract",2022,"count"
"51059480201","At-Risk High proportion",0.00954574268888606,"tract",2022,"proportion"
"51059480201","At-Risk Low proportion",0.0184171119858623,"tract",2022,"proportion"
"51059480201","At-Risk Medium proportion",0.0116409083956067,"tract",2022,"proportion"
"51059480201","Food Insecure proportion",0.0729657095287511,"tract",2022,"proportion"
"51059480201","Food Secure proportion",0.887430527400894,"tract",2022,"proportion"
"51059480203","At-Risk High households",86,"tract",2022,"count"
"51059480203","At-Risk Low households",128,"tract",2022,"count"
"51059480203","At-Risk Medium households",45,"tract",2022,"count"
"51059480203","Food Insecure households",268,"tract",2022,"count"
"51059480203","Food Secure households",826,"tract",2022,"count"
"51059480203","Total households",1353,"tract",2022,"count"
"51059480203","At-Risk High proportion",0.0633417322124996,"tract",2022,"proportion"
"51059480203","At-Risk Low proportion",0.0943836331445184,"tract",2022,"proportion"
"51059480203","At-Risk Medium proportion",0.0332913366440469,"tract",2022,"proportion"
"51059480203","Food Insecure proportion",0.197950286127657,"tract",2022,"proportion"
"51059480203","Food Secure proportion",0.611033011871279,"tract",2022,"proportion"
"51059480204","At-Risk High households",21,"tract",2022,"count"
"51059480204","At-Risk Low households",58,"tract",2022,"count"
"51059480204","At-Risk Medium households",49,"tract",2022,"count"
"51059480204","Food Insecure households",216,"tract",2022,"count"
"51059480204","Food Secure households",1507,"tract",2022,"count"
"51059480204","Total households",1851,"tract",2022,"count"
"51059480204","At-Risk High proportion",0.0114538648424683,"tract",2022,"proportion"
"51059480204","At-Risk Low proportion",0.0311890271762993,"tract",2022,"proportion"
"51059480204","At-Risk Medium proportion",0.0266841487384808,"tract",2022,"proportion"
"51059480204","Food Insecure proportion",0.11666282190015,"tract",2022,"proportion"
"51059480204","Food Secure proportion",0.814010137342601,"tract",2022,"proportion"
"51059480205","At-Risk High households",21,"tract",2022,"count"
"51059480205","At-Risk Low households",50,"tract",2022,"count"
"51059480205","At-Risk Medium households",40,"tract",2022,"count"
"51059480205","Food Insecure households",245,"tract",2022,"count"
"51059480205","Food Secure households",1385,"tract",2022,"count"
"51059480205","Total households",1742,"tract",2022,"count"
"51059480205","At-Risk High proportion",0.0120014971395944,"tract",2022,"proportion"
"51059480205","At-Risk Low proportion",0.0289339493904912,"tract",2022,"proportion"
"51059480205","At-Risk Medium proportion",0.0231387078159238,"tract",2022,"proportion"
"51059480205","Food Insecure proportion",0.140827784156142,"tract",2022,"proportion"
"51059480205","Food Secure proportion",0.795098061497848,"tract",2022,"proportion"
"51059480301","At-Risk High households",8,"tract",2022,"count"
"51059480301","At-Risk Low households",33,"tract",2022,"count"
"51059480301","At-Risk Medium households",6,"tract",2022,"count"
"51059480301","Food Insecure households",34,"tract",2022,"count"
"51059480301","Food Secure households",960,"tract",2022,"count"
"51059480301","Total households",1042,"tract",2022,"count"
"51059480301","At-Risk High proportion",0.00751477272775864,"tract",2022,"proportion"
"51059480301","At-Risk Low proportion",0.0320033983871101,"tract",2022,"proportion"
"51059480301","At-Risk Medium proportion",0.00601807208171773,"tract",2022,"proportion"
"51059480301","Food Insecure proportion",0.0325171293610652,"tract",2022,"proportion"
"51059480301","Food Secure proportion",0.921946627442349,"tract",2022,"proportion"
"51059480302","At-Risk High households",19,"tract",2022,"count"
"51059480302","At-Risk Low households",28,"tract",2022,"count"
"51059480302","At-Risk Medium households",32,"tract",2022,"count"
"51059480302","Food Insecure households",77,"tract",2022,"count"
"51059480302","Food Secure households",1309,"tract",2022,"count"
"51059480302","Total households",1465,"tract",2022,"count"
"51059480302","At-Risk High proportion",0.0126456662810958,"tract",2022,"proportion"
"51059480302","At-Risk Low proportion",0.0192009864749664,"tract",2022,"proportion"
"51059480302","At-Risk Medium proportion",0.0220747516434922,"tract",2022,"proportion"
"51059480302","Food Insecure proportion",0.052618450283704,"tract",2022,"proportion"
"51059480302","Food Secure proportion",0.893460145316742,"tract",2022,"proportion"
"51059480401","At-Risk High households",12,"tract",2022,"count"
"51059480401","At-Risk Low households",37,"tract",2022,"count"
"51059480401","At-Risk Medium households",22,"tract",2022,"count"
"51059480401","Food Insecure households",88,"tract",2022,"count"
"51059480401","Food Secure households",1296,"tract",2022,"count"
"51059480401","Total households",1456,"tract",2022,"count"
"51059480401","At-Risk High proportion",0.00834185117622492,"tract",2022,"proportion"
"51059480401","At-Risk Low proportion",0.0255080276720906,"tract",2022,"proportion"
"51059480401","At-Risk Medium proportion",0.015362866466298,"tract",2022,"proportion"
"51059480401","Food Insecure proportion",0.0603156992086267,"tract",2022,"proportion"
"51059480401","Food Secure proportion",0.89047155547676,"tract",2022,"proportion"
"51059480402","At-Risk High households",24,"tract",2022,"count"
"51059480402","At-Risk Low households",55,"tract",2022,"count"
"51059480402","At-Risk Medium households",58,"tract",2022,"count"
"51059480402","Food Insecure households",117,"tract",2022,"count"
"51059480402","Food Secure households",1509,"tract",2022,"count"
"51059480402","Total households",1764,"tract",2022,"count"
"51059480402","At-Risk High proportion",0.0138329788984865,"tract",2022,"proportion"
"51059480402","At-Risk Low proportion",0.0313731381235047,"tract",2022,"proportion"
"51059480402","At-Risk Medium proportion",0.0331187684235439,"tract",2022,"proportion"
"51059480402","Food Insecure proportion",0.0664481711596433,"tract",2022,"proportion"
"51059480402","Food Secure proportion",0.855226943394822,"tract",2022,"proportion"
"51059480501","At-Risk High households",13,"tract",2022,"count"
"51059480501","At-Risk Low households",35,"tract",2022,"count"
"51059480501","At-Risk Medium households",39,"tract",2022,"count"
"51059480501","Food Insecure households",43,"tract",2022,"count"
"51059480501","Food Secure households",838,"tract",2022,"count"
"51059480501","Total households",967,"tract",2022,"count"
"51059480501","At-Risk High proportion",0.0133708071630286,"tract",2022,"proportion"
"51059480501","At-Risk Low proportion",0.0359207662544727,"tract",2022,"proportion"
"51059480501","At-Risk Medium proportion",0.0399291489968124,"tract",2022,"proportion"
"51059480501","Food Insecure proportion",0.044192750490025,"tract",2022,"proportion"
"51059480501","Food Secure proportion",0.866586527095661,"tract",2022,"proportion"
"51059480502","At-Risk High households",46,"tract",2022,"count"
"51059480502","At-Risk Low households",103,"tract",2022,"count"
"51059480502","At-Risk Medium households",103,"tract",2022,"count"
"51059480502","Food Insecure households",130,"tract",2022,"count"
"51059480502","Food Secure households",1555,"tract",2022,"count"
"51059480502","Total households",1938,"tract",2022,"count"
"51059480502","At-Risk High proportion",0.0238064814838613,"tract",2022,"proportion"
"51059480502","At-Risk Low proportion",0.0532155280857288,"tract",2022,"proportion"
"51059480502","At-Risk Medium proportion",0.0532846502987758,"tract",2022,"proportion"
