geoid,access_care_quintile,access_care_level,region_name,region_type
51083930201,1,Very Low,"Census Tract 9302.01, Halifax County, Virginia",tract
51083930302,1,Very Low,"Census Tract 9303.02, Halifax County, Virginia",tract
51083930600,1,Very Low,"Census Tract 9306, Halifax County, Virginia",tract
51083930202,3,Average,"Census Tract 9302.02, Halifax County, Virginia",tract
51083930301,5,Very High,"Census Tract 9303.01, Halifax County, Virginia",tract
51650011300,1,Very Low,"Census Tract 113, Hampton city, Virginia",tract
51650010701,4,High,"Census Tract 107.01, Hampton city, Virginia",tract
51650011400,4,High,"Census Tract 114, Hampton city, Virginia",tract
51650011600,4,High,"Census Tract 116, Hampton city, Virginia",tract
51650012100,4,High,"Census Tract 121, Hampton city, Virginia",tract
51650010800,4,High,"Census Tract 108, Hampton city, Virginia",tract
51650012000,4,High,"Census Tract 120, Hampton city, Virginia",tract
51650011200,4,High,"Census Tract 112, Hampton city, Virginia",tract
51650010601,4,High,"Census Tract 106.01, Hampton city, Virginia",tract
51650011500,4,High,"Census Tract 115, Hampton city, Virginia",tract
51650010103,4,High,"Census Tract 101.03, Hampton city, Virginia",tract
51650010702,4,High,"Census Tract 107.02, Hampton city, Virginia",tract
51650011000,4,High,"Census Tract 110, Hampton city, Virginia",tract
51650010502,4,High,"Census Tract 105.02, Hampton city, Virginia",tract
51650010104,4,High,"Census Tract 101.04, Hampton city, Virginia",tract
51650010602,4,High,"Census Tract 106.02, Hampton city, Virginia",tract
51650011800,4,High,"Census Tract 118, Hampton city, Virginia",tract
51650011900,4,High,"Census Tract 119, Hampton city, Virginia",tract
51650010703,4,High,"Census Tract 107.03, Hampton city, Virginia",tract
51650010900,4,High,"Census Tract 109, Hampton city, Virginia",tract
51650011100,4,High,"Census Tract 111, Hampton city, Virginia",tract
51650010309,5,Very High,"Census Tract 103.09, Hampton city, Virginia",tract
51650010307,5,Very High,"Census Tract 103.07, Hampton city, Virginia",tract
51650010314,5,Very High,"Census Tract 103.14, Hampton city, Virginia",tract
51650010313,5,Very High,"Census Tract 103.13, Hampton city, Virginia",tract
51650010311,5,Very High,"Census Tract 103.11, Hampton city, Virginia",tract
51650010312,5,Very High,"Census Tract 103.12, Hampton city, Virginia",tract
51650010501,5,Very High,"Census Tract 105.01, Hampton city, Virginia",tract
51650010310,5,Very High,"Census Tract 103.10, Hampton city, Virginia",tract
51650010304,5,Very High,"Census Tract 103.04, Hampton city, Virginia",tract
51650010200,5,Very High,"Census Tract 102, Hampton city, Virginia",tract
51650010306,5,Very High,"Census Tract 103.06, Hampton city, Virginia",tract
51650010400,5,Very High,"Census Tract 104, Hampton city, Virginia",tract
51085321401,2,Low,"Census Tract 3214.01, Hanover County, Virginia",tract
51085320400,3,Average,"Census Tract 3204, Hanover County, Virginia",tract
51085320500,3,Average,"Census Tract 3205, Hanover County, Virginia",tract
51085320601,3,Average,"Census Tract 3206.01, Hanover County, Virginia",tract
51085320200,3,Average,"Census Tract 3202, Hanover County, Virginia",tract
51085320602,3,Average,"Census Tract 3206.02, Hanover County, Virginia",tract
51085320300,3,Average,"Census Tract 3203, Hanover County, Virginia",tract
51085320801,3,Average,"Census Tract 3208.01, Hanover County, Virginia",tract
51085320702,3,Average,"Census Tract 3207.02, Hanover County, Virginia",tract
51085320701,3,Average,"Census Tract 3207.01, Hanover County, Virginia",tract
51085320804,3,Average,"Census Tract 3208.04, Hanover County, Virginia",tract
51085320100,4,High,"Census Tract 3201, Hanover County, Virginia",tract
51085321002,4,High,"Census Tract 3210.02, Hanover County, Virginia",tract
51085320900,4,High,"Census Tract 3209, Hanover County, Virginia",tract
51085321100,4,High,"Census Tract 3211, Hanover County, Virginia",tract
51085321300,4,High,"Census Tract 3213, Hanover County, Virginia",tract
51085321201,4,High,"Census Tract 3212.01, Hanover County, Virginia",tract
51085321001,4,High,"Census Tract 3210.01, Hanover County, Virginia",tract
51085321202,4,High,"Census Tract 3212.02, Hanover County, Virginia",tract
51085320805,4,High,"Census Tract 3208.05, Hanover County, Virginia",tract
51085320803,4,High,"Census Tract 3208.03, Hanover County, Virginia",tract
51085321403,4,High,"Census Tract 3214.03, Hanover County, Virginia",tract
51085321402,4,High,"Census Tract 3214.02, Hanover County, Virginia",tract
51660000402,3,Average,"Census Tract 4.02, Harrisonburg city, Virginia",tract
51660000204,3,Average,"Census Tract 2.04, Harrisonburg city, Virginia",tract
51660000401,3,Average,"Census Tract 4.01, Harrisonburg city, Virginia",tract
51660000101,3,Average,"Census Tract 1.01, Harrisonburg city, Virginia",tract
51660000203,4,High,"Census Tract 2.03, Harrisonburg city, Virginia",tract
51660000205,4,High,"Census Tract 2.05, Harrisonburg city, Virginia",tract
51660000102,4,High,"Census Tract 1.02, Harrisonburg city, Virginia",tract
51660000207,4,High,"Census Tract 2.07, Harrisonburg city, Virginia",tract
51660000302,4,High,"Census Tract 3.02, Harrisonburg city, Virginia",tract
51660000206,4,High,"Census Tract 2.06, Harrisonburg city, Virginia",tract
51660000301,4,High,"Census Tract 3.01, Harrisonburg city, Virginia",tract
51087200121,3,Average,"Census Tract 2001.21, Henrico County, Virginia",tract
51087200119,3,Average,"Census Tract 2001.19, Henrico County, Virginia",tract
51087200120,3,Average,"Census Tract 2001.20, Henrico County, Virginia",tract
51087200123,3,Average,"Census Tract 2001.23, Henrico County, Virginia",tract
51087200122,3,Average,"Census Tract 2001.22, Henrico County, Virginia",tract
51087200128,3,Average,"Census Tract 2001.28, Henrico County, Virginia",tract
51087200129,3,Average,"Census Tract 2001.29, Henrico County, Virginia",tract
51087200414,3,Average,"Census Tract 2004.14, Henrico County, Virginia",tract
51087200127,3,Average,"Census Tract 2001.27, Henrico County, Virginia",tract
51087200130,3,Average,"Census Tract 2001.30, Henrico County, Virginia",tract
51087200124,3,Average,"Census Tract 2001.24, Henrico County, Virginia",tract
51087200109,4,High,"Census Tract 2001.09, Henrico County, Virginia",tract
51087200407,4,High,"Census Tract 2004.07, Henrico County, Virginia",tract
51087200126,4,High,"Census Tract 2001.26, Henrico County, Virginia",tract
51087200411,4,High,"Census Tract 2004.11, Henrico County, Virginia",tract
51087200503,4,High,"Census Tract 2005.03, Henrico County, Virginia",tract
51087200409,4,High,"Census Tract 2004.09, Henrico County, Virginia",tract
51087200104,4,High,"Census Tract 2001.04, Henrico County, Virginia",tract
51087200412,4,High,"Census Tract 2004.12, Henrico County, Virginia",tract
51087200305,4,High,"Census Tract 2003.05, Henrico County, Virginia",tract
51087200303,4,High,"Census Tract 2003.03, Henrico County, Virginia",tract
51087200202,4,High,"Census Tract 2002.02, Henrico County, Virginia",tract
51087200410,4,High,"Census Tract 2004.10, Henrico County, Virginia",tract
51087200404,4,High,"Census Tract 2004.04, Henrico County, Virginia",tract
51087200302,4,High,"Census Tract 2003.02, Henrico County, Virginia",tract
51087200801,4,High,"Census Tract 2008.01, Henrico County, Virginia",tract
51087201001,4,High,"Census Tract 2010.01, Henrico County, Virginia",tract
51087200802,4,High,"Census Tract 2008.02, Henrico County, Virginia",tract
51087200804,4,High,"Census Tract 2008.04, Henrico County, Virginia",tract
51087200700,4,High,"Census Tract 2007, Henrico County, Virginia",tract
51087200805,4,High,"Census Tract 2008.05, Henrico County, Virginia",tract
51087201002,4,High,"Census Tract 2010.02, Henrico County, Virginia",tract
51087201201,4,High,"Census Tract 2012.01, Henrico County, Virginia",tract
51087201102,4,High,"Census Tract 2011.02, Henrico County, Virginia",tract
51087201101,4,High,"Census Tract 2011.01, Henrico County, Virginia",tract
51087201202,4,High,"Census Tract 2012.02, Henrico County, Virginia",tract
51087201403,4,High,"Census Tract 2014.03, Henrico County, Virginia",tract
51087200903,4,High,"Census Tract 2009.03, Henrico County, Virginia",tract
51087200406,4,High,"Census Tract 2004.06, Henrico County, Virginia",tract
51087201003,4,High,"Census Tract 2010.03, Henrico County, Virginia",tract
51087200904,4,High,"Census Tract 2009.04, Henrico County, Virginia",tract
51087200906,4,High,"Census Tract 2009.06, Henrico County, Virginia",tract
51087200112,4,High,"Census Tract 2001.12, Henrico County, Virginia",tract
51087201404,4,High,"Census Tract 2014.04, Henrico County, Virginia",tract
51087200108,4,High,"Census Tract 2001.08, Henrico County, Virginia",tract
51087201502,4,High,"Census Tract 2015.02, Henrico County, Virginia",tract
51087201501,4,High,"Census Tract 2015.01, Henrico County, Virginia",tract
51087201602,4,High,"Census Tract 2016.02, Henrico County, Virginia",tract
51087200107,4,High,"Census Tract 2001.07, Henrico County, Virginia",tract
51087201601,4,High,"Census Tract 2016.01, Henrico County, Virginia",tract
51087200116,4,High,"Census Tract 2001.16, Henrico County, Virginia",tract
51087201401,4,High,"Census Tract 2014.01, Henrico County, Virginia",tract
51087200501,4,High,"Census Tract 2005.01, Henrico County, Virginia",tract
51087200106,4,High,"Census Tract 2001.06, Henrico County, Virginia",tract
51087200502,4,High,"Census Tract 2005.02, Henrico County, Virginia",tract
51087200413,4,High,"Census Tract 2004.13, Henrico County, Virginia",tract
51087200905,4,High,"Census Tract 2009.05, Henrico County, Virginia",tract
51087201701,4,High,"Census Tract 2017.01, Henrico County, Virginia",tract
51087200105,4,High,"Census Tract 2001.05, Henrico County, Virginia",tract
51087200600,4,High,"Census Tract 2006, Henrico County, Virginia",tract
51087200201,4,High,"Census Tract 2002.01, Henrico County, Virginia",tract
51087200125,4,High,"Census Tract 2001.25, Henrico County, Virginia",tract
51087200301,5,Very High,"Census Tract 2003.01, Henrico County, Virginia",tract
51089010700,1,Very Low,"Census Tract 107, Henry County, Virginia",tract
51089011000,1,Very Low,"Census Tract 110, Henry County, Virginia",tract
51089010200,1,Very Low,"Census Tract 102, Henry County, Virginia",tract
51089010800,1,Very Low,"Census Tract 108, Henry County, Virginia",tract
51089010900,1,Very Low,"Census Tract 109, Henry County, Virginia",tract
51089010602,1,Very Low,"Census Tract 106.02, Henry County, Virginia",tract
51089010601,1,Very Low,"Census Tract 106.01, Henry County, Virginia",tract
51089011200,1,Very Low,"Census Tract 112, Henry County, Virginia",tract
51089011100,1,Very Low,"Census Tract 111, Henry County, Virginia",tract
51089011300,1,Very Low,"Census Tract 113, Henry County, Virginia",tract
51089010100,1,Very Low,"Census Tract 101, Henry County, Virginia",tract
51089010300,2,Low,"Census Tract 103, Henry County, Virginia",tract
51089010500,4,High,"Census Tract 105, Henry County, Virginia",tract
51089010400,5,Very High,"Census Tract 104, Henry County, Virginia",tract
51091970100,1,Very Low,"Census Tract 9701, Highland County, Virginia",tract
51670820300,3,Average,"Census Tract 8203, Hopewell city, Virginia",tract
51670820400,3,Average,"Census Tract 8204, Hopewell city, Virginia",tract
51670820100,3,Average,"Census Tract 8201, Hopewell city, Virginia",tract
51670820500,3,Average,"Census Tract 8205, Hopewell city, Virginia",tract
51670820600,3,Average,"Census Tract 8206, Hopewell city, Virginia",tract
51670820700,3,Average,"Census Tract 8207, Hopewell city, Virginia",tract
51093280300,1,Very Low,"Census Tract 2803, Isle of Wight County, Virginia",tract
51093280400,1,Very Low,"Census Tract 2804, Isle of Wight County, Virginia",tract
51093280101,2,Low,"Census Tract 2801.01, Isle of Wight County, Virginia",tract
51093280104,2,Low,"Census Tract 2801.04, Isle of Wight County, Virginia",tract
51093280106,2,Low,"Census Tract 2801.06, Isle of Wight County, Virginia",tract
51093280103,3,Average,"Census Tract 2801.03, Isle of Wight County, Virginia",tract
51093280200,3,Average,"Census Tract 2802, Isle of Wight County, Virginia",tract
51093280105,3,Average,"Census Tract 2801.05, Isle of Wight County, Virginia",tract
51095080102,1,Very Low,"Census Tract 801.02, James City County, Virginia",tract
51095080402,1,Very Low,"Census Tract 804.02, James City County, Virginia",tract
51095080401,1,Very Low,"Census Tract 804.01, James City County, Virginia",tract
51095080202,1,Very Low,"Census Tract 802.02, James City County, Virginia",tract
51095080301,1,Very Low,"Census Tract 803.01, James City County, Virginia",tract
51095080101,1,Very Low,"Census Tract 801.01, James City County, Virginia",tract
51095080203,1,Very Low,"Census Tract 802.03, James City County, Virginia",tract
51095080303,1,Very Low,"Census Tract 803.03, James City County, Virginia",tract
51095080206,1,Very Low,"Census Tract 802.06, James City County, Virginia",tract
51095080205,1,Very Low,"Census Tract 802.05, James City County, Virginia",tract
51095080304,1,Very Low,"Census Tract 803.04, James City County, Virginia",tract
51097950400,1,Very Low,"Census Tract 9504, King and Queen County, Virginia",tract
51097950500,3,Average,"Census Tract 9505, King and Queen County, Virginia",tract
51099040100,1,Very Low,"Census Tract 401, King George County, Virginia",tract
51099040200,1,Very Low,"Census Tract 402, King George County, Virginia",tract
51099040300,1,Very Low,"Census Tract 403, King George County, Virginia",tract
51099040400,1,Very Low,"Census Tract 404, King George County, Virginia",tract
51099040500,2,Low,"Census Tract 405, King George County, Virginia",tract
51101950200,1,Very Low,"Census Tract 9502, King William County, Virginia",tract
51101950300,1,Very Low,"Census Tract 9503, King William County, Virginia",tract
51101950102,2,Low,"Census Tract 9501.02, King William County, Virginia",tract
51101950101,2,Low,"Census Tract 9501.01, King William County, Virginia",tract
51103030200,1,Very Low,"Census Tract 302, Lancaster County, Virginia",tract
51103030300,1,Very Low,"Census Tract 303, Lancaster County, Virginia",tract
51103030100,2,Low,"Census Tract 301, Lancaster County, Virginia",tract
51105950500,1,Very Low,"Census Tract 9505, Lee County, Virginia",tract
51105950300,1,Very Low,"Census Tract 9503, Lee County, Virginia",tract
51105950400,1,Very Low,"Census Tract 9504, Lee County, Virginia",tract
51105950600,1,Very Low,"Census Tract 9506, Lee County, Virginia",tract
51105950100,2,Low,"Census Tract 9501, Lee County, Virginia",tract
51105950200,3,Average,"Census Tract 9502, Lee County, Virginia",tract
51678930500,1,Very Low,"Census Tract 9305, Lexington city, Virginia",tract
51107610400,1,Very Low,"Census Tract 6104, Loudoun County, Virginia",tract
51107610300,1,Very Low,"Census Tract 6103, Loudoun County, Virginia",tract
51107610900,1,Very Low,"Census Tract 6109, Loudoun County, Virginia",tract
51107610601,1,Very Low,"Census Tract 6106.01, Loudoun County, Virginia",tract
51107610602,1,Very Low,"Census Tract 6106.02, Loudoun County, Virginia",tract
51107610506,1,Very Low,"Census Tract 6105.06, Loudoun County, Virginia",tract
51107610201,1,Very Low,"Census Tract 6102.01, Loudoun County, Virginia",tract
51107610701,1,Very Low,"Census Tract 6107.01, Loudoun County, Virginia",tract
51107610703,1,Very Low,"Census Tract 6107.03, Loudoun County, Virginia",tract
51107610702,1,Very Low,"Census Tract 6107.02, Loudoun County, Virginia",tract
51107610503,1,Very Low,"Census Tract 6105.03, Loudoun County, Virginia",tract
51107610102,1,Very Low,"Census Tract 6101.02, Loudoun County, Virginia",tract
51107610505,1,Very Low,"Census Tract 6105.05, Loudoun County, Virginia",tract
51107610603,1,Very Low,"Census Tract 6106.03, Loudoun County, Virginia",tract
51107610604,1,Very Low,"Census Tract 6106.04, Loudoun County, Virginia",tract
51107610101,1,Very Low,"Census Tract 6101.01, Loudoun County, Virginia",tract
51107610504,1,Very Low,"Census Tract 6105.04, Loudoun County, Virginia",tract
51107610800,2,Low,"Census Tract 6108, Loudoun County, Virginia",tract
51107611004,2,Low,"Census Tract 6110.04, Loudoun County, Virginia",tract
51107611012,2,Low,"Census Tract 6110.12, Loudoun County, Virginia",tract
51107611013,2,Low,"Census Tract 6110.13, Loudoun County, Virginia",tract
51107610507,2,Low,"Census Tract 6105.07, Loudoun County, Virginia",tract
51107611011,2,Low,"Census Tract 6110.11, Loudoun County, Virginia",tract
51107611024,2,Low,"Census Tract 6110.24, Loudoun County, Virginia",tract
51107611010,2,Low,"Census Tract 6110.10, Loudoun County, Virginia",tract
51107611009,2,Low,"Census Tract 6110.09, Loudoun County, Virginia",tract
51107611002,3,Average,"Census Tract 6110.02, Loudoun County, Virginia",tract
51107611005,3,Average,"Census Tract 6110.05, Loudoun County, Virginia",tract
51107610202,3,Average,"Census Tract 6102.02, Loudoun County, Virginia",tract
51107611025,3,Average,"Census Tract 6110.25, Loudoun County, Virginia",tract
51107611806,3,Average,"Census Tract 6118.06, Loudoun County, Virginia",tract
51107611014,3,Average,"Census Tract 6110.14, Loudoun County, Virginia",tract
51107611018,3,Average,"Census Tract 6110.18, Loudoun County, Virginia",tract
51107611019,3,Average,"Census Tract 6110.19, Loudoun County, Virginia",tract
51107611023,3,Average,"Census Tract 6110.23, Loudoun County, Virginia",tract
51107611022,3,Average,"Census Tract 6110.22, Loudoun County, Virginia",tract
51107611015,3,Average,"Census Tract 6110.15, Loudoun County, Virginia",tract
51107611016,3,Average,"Census Tract 6110.16, Loudoun County, Virginia",tract
51107611017,3,Average,"Census Tract 6110.17, Loudoun County, Virginia",tract
51107611006,3,Average,"Census Tract 6110.06, Loudoun County, Virginia",tract
51107611205,4,High,"Census Tract 6112.05, Loudoun County, Virginia",tract
51107611102,4,High,"Census Tract 6111.02, Loudoun County, Virginia",tract
51107611101,4,High,"Census Tract 6111.01, Loudoun County, Virginia",tract
51107611204,4,High,"Census Tract 6112.04, Loudoun County, Virginia",tract
51107611202,4,High,"Census Tract 6112.02, Loudoun County, Virginia",tract
51107611300,4,High,"Census Tract 6113, Loudoun County, Virginia",tract
51107611801,4,High,"Census Tract 6118.01, Loudoun County, Virginia",tract
51107611601,4,High,"Census Tract 6116.01, Loudoun County, Virginia",tract
51107611207,4,High,"Census Tract 6112.07, Loudoun County, Virginia",tract
51107611501,4,High,"Census Tract 6115.01, Loudoun County, Virginia",tract
51107611206,4,High,"Census Tract 6112.06, Loudoun County, Virginia",tract
51107611209,4,High,"Census Tract 6112.09, Loudoun County, Virginia",tract
51107611208,4,High,"Census Tract 6112.08, Loudoun County, Virginia",tract
51107611502,4,High,"Census Tract 6115.02, Loudoun County, Virginia",tract
51107611020,4,High,"Census Tract 6110.20, Loudoun County, Virginia",tract
51107611400,5,Very High,"Census Tract 6114, Loudoun County, Virginia",tract
51107611700,5,Very High,"Census Tract 6117, Loudoun County, Virginia",tract
51107611602,5,Very High,"Census Tract 6116.02, Loudoun County, Virginia",tract
51107980100,5,Very High,"Census Tract 9801, Loudoun County, Virginia",tract
51107611802,5,Very High,"Census Tract 6118.02, Loudoun County, Virginia",tract
51107611804,5,Very High,"Census Tract 6118.04, Loudoun County, Virginia",tract
51107611803,5,Very High,"Census Tract 6118.03, Loudoun County, Virginia",tract
51107611805,5,Very High,"Census Tract 6118.05, Loudoun County, Virginia",tract
51107611021,5,Very High,"Census Tract 6110.21, Loudoun County, Virginia",tract
51107611900,5,Very High,"Census Tract 6119, Loudoun County, Virginia",tract
51109950100,1,Very Low,"Census Tract 9501, Louisa County, Virginia",tract
51109950400,1,Very Low,"Census Tract 9504, Louisa County, Virginia",tract
51109950500,1,Very Low,"Census Tract 9505, Louisa County, Virginia",tract
51109950202,1,Very Low,"Census Tract 9502.02, Louisa County, Virginia",tract
51109950201,1,Very Low,"Census Tract 9502.01, Louisa County, Virginia",tract
51109950300,5,Very High,"Census Tract 9503, Louisa County, Virginia",tract
51111930300,1,Very Low,"Census Tract 9303, Lunenburg County, Virginia",tract
51111930100,2,Low,"Census Tract 9301, Lunenburg County, Virginia",tract
51111930200,2,Low,"Census Tract 9302, Lunenburg County, Virginia",tract
51680001800,1,Very Low,"Census Tract 18, Lynchburg city, Virginia",tract
51680000202,2,Low,"Census Tract 2.02, Lynchburg city, Virginia",tract
51680000400,2,Low,"Census Tract 4, Lynchburg city, Virginia",tract
51680000600,2,Low,"Census Tract 6, Lynchburg city, Virginia",tract
51680000500,2,Low,"Census Tract 5, Lynchburg city, Virginia",tract
51680000203,2,Low,"Census Tract 2.03, Lynchburg city, Virginia",tract
51680000900,2,Low,"Census Tract 9, Lynchburg city, Virginia",tract
51680001100,2,Low,"Census Tract 11, Lynchburg city, Virginia",tract
51680000700,2,Low,"Census Tract 7, Lynchburg city, Virginia",tract
51680001900,2,Low,"Census Tract 19, Lynchburg city, Virginia",tract
51680000801,2,Low,"Census Tract 8.01, Lynchburg city, Virginia",tract
51680001000,2,Low,"Census Tract 10, Lynchburg city, Virginia",tract
51680001400,2,Low,"Census Tract 14, Lynchburg city, Virginia",tract
51680001600,2,Low,"Census Tract 16, Lynchburg city, Virginia",tract
51680000300,2,Low,"Census Tract 3, Lynchburg city, Virginia",tract
51680000802,2,Low,"Census Tract 8.02, Lynchburg city, Virginia",tract
51680001700,2,Low,"Census Tract 17, Lynchburg city, Virginia",tract
51680000201,3,Average,"Census Tract 2.01, Lynchburg city, Virginia",tract
51680000100,3,Average,"Census Tract 1, Lynchburg city, Virginia",tract
51113930100,2,Low,"Census Tract 9301, Madison County, Virginia",tract
51113930200,3,Average,"Census Tract 9302, Madison County, Virginia",tract
51683910202,1,Very Low,"Census Tract 9102.02, Manassas city, Virginia",tract
51683910100,5,Very High,"Census Tract 9101, Manassas city, Virginia",tract
51683910302,5,Very High,"Census Tract 9103.02, Manassas city, Virginia",tract
51683910402,5,Very High,"Census Tract 9104.02, Manassas city, Virginia",tract
51683910201,5,Very High,"Census Tract 9102.01, Manassas city, Virginia",tract
51683910301,5,Very High,"Census Tract 9103.01, Manassas city, Virginia",tract
51683910401,5,Very High,"Census Tract 9104.01, Manassas city, Virginia",tract
51685920100,5,Very High,"Census Tract 9201, Manassas Park city, Virginia",tract
51685920200,5,Very High,"Census Tract 9202, Manassas Park city, Virginia",tract
51690000100,1,Very Low,"Census Tract 1, Martinsville city, Virginia",tract
51690000200,1,Very Low,"Census Tract 2, Martinsville city, Virginia",tract
51690000300,1,Very Low,"Census Tract 3, Martinsville city, Virginia",tract
51690000400,1,Very Low,"Census Tract 4, Martinsville city, Virginia",tract
51690000500,1,Very Low,"Census Tract 5, Martinsville city, Virginia",tract
51115951400,2,Low,"Census Tract 9514, Mathews County, Virginia",tract
51115951300,2,Low,"Census Tract 9513, Mathews County, Virginia",tract
51117930700,1,Very Low,"Census Tract 9307, Mecklenburg County, Virginia",tract
51117930800,1,Very Low,"Census Tract 9308, Mecklenburg County, Virginia",tract
51117930300,1,Very Low,"Census Tract 9303, Mecklenburg County, Virginia",tract
51117930400,1,Very Low,"Census Tract 9304, Mecklenburg County, Virginia",tract
51117930600,1,Very Low,"Census Tract 9306, Mecklenburg County, Virginia",tract
51117930200,1,Very Low,"Census Tract 9302, Mecklenburg County, Virginia",tract
51117930102,1,Very Low,"Census Tract 9301.02, Mecklenburg County, Virginia",tract
51117930101,1,Very Low,"Census Tract 9301.01, Mecklenburg County, Virginia",tract
51117930500,2,Low,"Census Tract 9305, Mecklenburg County, Virginia",tract
51119951200,1,Very Low,"Census Tract 9512, Middlesex County, Virginia",tract
51119951100,2,Low,"Census Tract 9511, Middlesex County, Virginia",tract
51119950900,4,High,"Census Tract 9509, Middlesex County, Virginia",tract
51119951000,4,High,"Census Tract 9510, Middlesex County, Virginia",tract
51121021200,1,Very Low,"Census Tract 212, Montgomery County, Virginia",tract
51121021500,2,Low,"Census Tract 215, Montgomery County, Virginia",tract
51121020100,2,Low,"Census Tract 201, Montgomery County, Virginia",tract
51121021100,2,Low,"Census Tract 211, Montgomery County, Virginia",tract
51121021000,2,Low,"Census Tract 210, Montgomery County, Virginia",tract
51121020300,2,Low,"Census Tract 203, Montgomery County, Virginia",tract
51121020400,2,Low,"Census Tract 204, Montgomery County, Virginia",tract
51121020202,2,Low,"Census Tract 202.02, Montgomery County, Virginia",tract
51121020201,2,Low,"Census Tract 202.01, Montgomery County, Virginia",tract
51121020500,3,Average,"Census Tract 205, Montgomery County, Virginia",tract
51121020600,3,Average,"Census Tract 206, Montgomery County, Virginia",tract
51121020700,3,Average,"Census Tract 207, Montgomery County, Virginia",tract
51121020800,3,Average,"Census Tract 208, Montgomery County, Virginia",tract
51121020900,3,Average,"Census Tract 209, Montgomery County, Virginia",tract
51121021300,5,Very High,"Census Tract 213, Montgomery County, Virginia",tract
51121021400,5,Very High,"Census Tract 214, Montgomery County, Virginia",tract
51125950100,1,Very Low,"Census Tract 9501, Nelson County, Virginia",tract
51125950300,2,Low,"Census Tract 9503, Nelson County, Virginia",tract
51125950200,5,Very High,"Census Tract 9502, Nelson County, Virginia",tract
51127700300,1,Very Low,"Census Tract 7003, New Kent County, Virginia",tract
51127700100,2,Low,"Census Tract 7001, New Kent County, Virginia",tract
51127700200,2,Low,"Census Tract 7002, New Kent County, Virginia",tract
51700032400,1,Very Low,"Census Tract 324, Newport News city, Virginia",tract
51700032124,2,Low,"Census Tract 321.24, Newport News city, Virginia",tract
51700032212,2,Low,"Census Tract 322.12, Newport News city, Virginia",tract
51700032001,2,Low,"Census Tract 320.01, Newport News city, Virginia",tract
51700032002,2,Low,"Census Tract 320.02, Newport News city, Virginia",tract
51700032211,2,Low,"Census Tract 322.11, Newport News city, Virginia",tract
51700032123,2,Low,"Census Tract 321.23, Newport News city, Virginia",tract
51700032113,2,Low,"Census Tract 321.13, Newport News city, Virginia",tract
51700032005,2,Low,"Census Tract 320.05, Newport News city, Virginia",tract
51700031902,2,Low,"Census Tract 319.02, Newport News city, Virginia",tract
51700032130,2,Low,"Census Tract 321.30, Newport News city, Virginia",tract
51700032007,2,Low,"Census Tract 320.07, Newport News city, Virginia",tract
51700032223,2,Low,"Census Tract 322.23, Newport News city, Virginia",tract
51700032224,2,Low,"Census Tract 322.24, Newport News city, Virginia",tract
51700032132,2,Low,"Census Tract 321.32, Newport News city, Virginia",tract
51700032131,2,Low,"Census Tract 321.31, Newport News city, Virginia",tract
51700032226,2,Low,"Census Tract 322.26, Newport News city, Virginia",tract
51700032225,2,Low,"Census Tract 322.25, Newport News city, Virginia",tract
51700032006,2,Low,"Census Tract 320.06, Newport News city, Virginia",tract
51700032300,2,Low,"Census Tract 323, Newport News city, Virginia",tract
51700032114,3,Average,"Census Tract 321.14, Newport News city, Virginia",tract
51700031901,3,Average,"Census Tract 319.01, Newport News city, Virginia",tract
51700032126,3,Average,"Census Tract 321.26, Newport News city, Virginia",tract
51700030500,4,High,"Census Tract 305, Newport News city, Virginia",tract
51700031500,4,High,"Census Tract 315, Newport News city, Virginia",tract
51700031800,4,High,"Census Tract 318, Newport News city, Virginia",tract
51700031100,4,High,"Census Tract 311, Newport News city, Virginia",tract
51700030600,4,High,"Census Tract 306, Newport News city, Virginia",tract
51700031601,4,High,"Census Tract 316.01, Newport News city, Virginia",tract
51700031602,4,High,"Census Tract 316.02, Newport News city, Virginia",tract
51700032117,4,High,"Census Tract 321.17, Newport News city, Virginia",tract
51700031200,4,High,"Census Tract 312, Newport News city, Virginia",tract
51700031702,4,High,"Census Tract 317.02, Newport News city, Virginia",tract
51700032128,4,High,"Census Tract 321.28, Newport News city, Virginia",tract
51700032129,4,High,"Census Tract 321.29, Newport News city, Virginia",tract
51700032127,4,High,"Census Tract 321.27, Newport News city, Virginia",tract
51700031701,4,High,"Census Tract 317.01, Newport News city, Virginia",tract
51700030300,4,High,"Census Tract 303, Newport News city, Virginia",tract
51700030400,4,High,"Census Tract 304, Newport News city, Virginia",tract
51700030100,4,High,"Census Tract 301, Newport News city, Virginia",tract
51700030800,5,Very High,"Census Tract 308, Newport News city, Virginia",tract
51700030900,5,Very High,"Census Tract 309, Newport News city, Virginia",tract
51700031400,5,Very High,"Census Tract 314, Newport News city, Virginia",tract
51700031300,5,Very High,"Census Tract 313, Newport News city, Virginia",tract
51710000902,1,Very Low,"Census Tract 9.02, Norfolk city, Virginia",tract
51710004001,3,Average,"Census Tract 40.01, Norfolk city, Virginia",tract
51710004002,3,Average,"Census Tract 40.02, Norfolk city, Virginia",tract
51710004100,3,Average,"Census Tract 41, Norfolk city, Virginia",tract
51710004200,3,Average,"Census Tract 42, Norfolk city, Virginia",tract
51710004300,3,Average,"Census Tract 43, Norfolk city, Virginia",tract
51710004400,3,Average,"Census Tract 44, Norfolk city, Virginia",tract
51710004500,3,Average,"Census Tract 45, Norfolk city, Virginia",tract
